id,name,artist_id,year,popularity,release_date
2Dct3GykKZ58hpWRFfe2Qd,Heading South,40ZNYROS4zLfyyBSs2PGe2,2019,86,2019-09-30
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,06HL4z0CvFAxyc27GXpf02,2019,92,2019-08-23
7aEtlGHoiPAfRB084NiDmx,Beer Never Broke My Heart,718COspgdWOnwOFpJHRZHS,2019,81,2019-11-08
0fCwTrRNfoNk962ati8n2K,All Your'n,13ZEDW6vyBF12HYcZRr4EV,2019,80,2019-08-02
7cA3PnUQDlUyBBwpRozQeo,One Man Band,6y8XlgIV8BLlIg1tT1R10i,2019,80,2019-10-25
1aXV8GrmQLvgoFtBPERP7E,Jealous,3XxNRirzbjfLdDli06zMaB,2019,84,2019-12-06
21jGcNKet2qwijlDFuPiPb,Circles,246dkjvS1zLTtiykXe5h60,2019,85,2019-09-06
5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,4V8LLVI7PbaPR0K2TGSxFF,2019,82,2019-05-17
0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,246dkjvS1zLTtiykXe5h60,2019,84,2019-09-06
1dGr1c8CrMLDpV6mPbImSI,Lover,06HL4z0CvFAxyc27GXpf02,2019,87,2019-08-23
7EAMXbLcL0qXmciM5SwMh2,Heart To Heart,3Sz7ZnJQBIHsXLUSo0OQtM,2019,82,2019-05-10
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,6KImCVD70vtIoJWnq6nGn3,2019,86,2019-12-13
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,0Y5tJX1MQlPlqiwlOH1tJY,2019,85,2019-10-04
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,4GNC7GD6oZMSxPGyXy4MNB,2019,87,2019-05-17
51Grh1RyUDcMBbpuyUIUHI,rises the moon,5zVu34ozw0BzXIcNHqkO0u,2019,81,2019-04-10
5TxRUOsGeWeRl3xOML59Ai,ARE WE STILL FRIENDS?,4V8LLVI7PbaPR0K2TGSxFF,2019,79,2019-05-17
1lOe9qE0vR9zwWQAOk6CoO,Ransom,4Ga1P7PMIsmqEZqhYZQgDo,2019,82,2019-08-30
0nbXyq5TXYPCO7pr3N8S4I,The Box,757aE44tKEUQEqRuT6GnEB,2019,83,2019-12-06
2vWBUC9djv6BtiGlmKiQaH,YKWIM?,6FugQjLquBF4JzATRN70bR,2019,80,2019-05-31
3p4hRhMcb6ch8OLtATMaLw,Cry,1QAJqy2dA3ihHBFIHRphZj,2019,83,2019-10-25
0TZejo18HlJ86OrWNsXKnw,Mrs Magic,1AbJ2cmwK400LSvdvBL5Jc,2019,80,2019-07-24
57RA3JGafJm5zRtKJiKPIm,Are You Bored Yet? (feat. Clairo),0NIPkIjTV8mB795yEIiPYL,2019,80,2019-03-22
2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,6l3HvQ5sa6mXTsMTB19rO5,2019,78,2019-01-23
37zuIvk4KBkAxxLJsxJaHq,Would That I,2FXC3k01G6Gw61bmprjgqS,2019,75,2019-03-01
5FkoSXiJPKTNyYgALRJFhD,ORANGE SODA,5SXuuuRpukkTvsLuUknva1,2019,78,2019-07-19
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,1vyhD5VmyZ7KMfW5gqLgo5,2019,84,2019-06-28
7cLnbmx7ZUWAwyocrKz3wL,Let Go,2rwALQ1SXdfUWPUd6WOfYS,2019,77,2019-02-28
7xQAfvXzm3AkraOtGPWIZg,Wow.,246dkjvS1zLTtiykXe5h60,2019,80,2019-09-06
43zdsphuZLzwA9k4DJhU0I,when the party's over,6qqNVTkY8uBg9cP3Jd7DAH,2019,83,2019-03-29
