id,name,popularity,genres,year
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,82,"['atl hip hop', 'hip hop', 'rap']",2017
1U1el3k54VvEUzo3ybLPlM,Kali Uchis,84,['colombian pop'],2017
6LuN9FCkKOj5PcnpouEgny,Khalid,85,"['pop', 'pop r&b']",2017
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,88,"['dance pop', 'pop', 'uk pop']",2017
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,90,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",2017
50co4Is1HCEo8bhOyUWKpn,Young Thug,83,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",2017
53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,88,"['modern rock', 'pop', 'rock']",2017
4LLpKhyESsyAXpc4laK94U,Mac Miller,82,"['hip hop', 'pittsburgh rap', 'rap']",2017
7CajNmpbOovFoOoasH2HaY,Calvin Harris,87,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",2017
13ZEDW6vyBF12HYcZRr4EV,Tyler Childers,79,"['kentucky indie', 'kentucky roots', 'outlaw country']",2017
6XyY86QOPPrYVGvF9ch6wz,Linkin Park,86,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2017
3WrFJ7ztbogyGnTHbHJFl2,The Beatles,85,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",2017
2kCcBybjl3SAtIcwdWpUe3,Lil Peep,83,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",2017
46SHBwWsqBkxI7EeeBEQG7,Kodak Black,81,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",2017
3hcs9uc56yIGFCSy9leWe7,Lil Durk,81,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",2017
2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,81,"['kentucky hip hop', 'r&b', 'rap']",2017
57vWImR43h4CaDao012Ofp,Steve Lacy,81,['afrofuturism'],2017
3l0CmX0FuQjFxr8SK7Vqag,Clairo,81,"['bedroom pop', 'indie pop', 'pov: indie']",2017
3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,83,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",2017
2uYWxilOVlUdk4oV9DvwqK,Mitski,83,"['brooklyn indie', 'pov: indie']",2017
6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,87,"['pop', 'singer-songwriter pop', 'uk pop']",2017
6icQOAFXDZKsumw3YXyusw,Lil Yachty,80,"['atl hip hop', 'melodic rap', 'rap', 'trap']",2017
6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd,80,"['melodic rap', 'rap', 'trap']",2017
3qiHUAX7zY4Qnjx8TNUzVx,Yeat,81,"['pluggnb', 'rage rap']",2017
08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,82,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",2017
5nSGBmlgUdqWNExnOX8VtV,Rain Sounds,80,"['environmental', 'sleep', 'sound', 'water']",2017
0TnOYISbd1XYRBk9myaseg,Pitbull,85,"['dance pop', 'miami hip hop', 'pop']",2017
3y2cIKLjiOlp1Np37WiUdH,Shaboozey,81,['pop rap'],2017
6jJ0s89eD6GaHleKKya26X,Katy Perry,85,['pop'],2017
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,87,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2017
04gDigrS5kc9YWfZHwBETP,Maroon 5,85,['pop'],2017
64KEffDW9EtZ1y2vBYgq8T,Marshmello,83,"['brostep', 'edm', 'pop', 'progressive electro house']",2017
77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,84,"['modern alternative rock', 'modern rock', 'pop']",2017
2R21vXR83lH98kGeO99Y66,Anuel AA,88,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",2017
1HY2Jd0NmPuamShAr6KMms,Lady Gaga,85,"['art pop', 'dance pop', 'pop']",2017
1i8SpTcr7yvPOmcqrbnVXY,Ozuna,87,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",2017
6KImCVD70vtIoJWnq6nGn3,Harry Styles,84,['pop'],2017
0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,83,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",2017
2dIgFjalVxs4ThymZ67YCE,Stray Kids,85,"['k-pop', 'k-pop boy group', 'pop']",2017
7iK8PXO48WeuP03g8YR51W,Myke Towers,88,"['reggaeton', 'trap latino', 'urbano latino']",2017
3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,82,"['modern rock', 'pop', 'pov: indie', 'rock']",2017
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,85,"['piano rock', 'pop']",2017
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,81,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",2017
45dkTj5sMRSjrmBSBeiHym,Tate McRae,82,['pop'],2017
3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,82,"['album rock', 'classic rock', 'country rock', 'mellow gold', 'rock', 'southern rock', 'swamp rock']",2017
1QAJqy2dA3ihHBFIHRphZj,Cigarettes After Sex,83,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",2017
45TgXXqMDdF8BkjA83OM7z,Rod Wave,77,['florida rap'],2017
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,86,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2017
23zg3TcAtWQy7J6upgbUnj,USHER,82,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",2017
6olE6TJLqED3rqDCT0FyPh,Nirvana,82,"['grunge', 'permanent wave', 'rock']",2017
3q7HBObVc0L8jNeTe5Gofh,50 Cent,83,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",2017
7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,82,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",2017
5ZS223C6JyBfXasXxrRqOk,Jhené Aiko,78,['r&b'],2017
2ye2Wgw4gimLv2eAKyk1NB,Metallica,83,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",2017
5tQMB0cuNXdCtzovGt55uD,LUCKI,76,['plugg'],2017
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,80,"['r&b', 'rap', 'urban contemporary']",2017
1dfeR4HaWDbWqFHLkxsg1d,Queen,85,"['classic rock', 'glam rock', 'rock']",2017
7oPftvlwr6VrsViSDV7fJY,Green Day,81,"['modern rock', 'permanent wave', 'punk', 'rock']",2017
3Sz7ZnJQBIHsXLUSo0OQtM,Mac DeMarco,80,"['edmonton indie', 'lo-fi indie', 'pov: indie', 'slacker rock']",2017
711MCceyCBcFnzjGY4Q7Un,AC/DC,83,"['australian rock', 'hard rock', 'rock']",2017
70kkdajctXSbqSMJbQO424,Kacey Musgraves,77,"['classic texas country', 'country dawn']",2017
31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,78,"['melodic rap', 'rap', 'trap']",2017
3tJoFztHeIJkJWMrx0td2f,Moneybagg Yo,76,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",2017
6TIYQ3jFPwQSRmorSezPxX,mgk,79,"['ohio hip hop', 'pop rap']",2017
0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,76,"['contemporary country', 'country', 'country road', 'modern country rock']",2017
0EmeFodog0BfCgMzAIvKQp,Shakira,86,"['colombian pop', 'dance pop', 'latin pop', 'pop']",2017
3Nrfpe0tUJi4K4DXYWgMUX,BTS,86,"['k-pop', 'k-pop boy group', 'pop']",2017
5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,83,['pop'],2017
31TPClRtHm23RisEBtV3X7,Justin Timberlake,81,"['dance pop', 'pop']",2017
3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,83,"['r&b', 'soul']",2017
16oZKvXb6WkQlVAjwo2Wbg,The Lumineers,79,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",2017
20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,81,['canadian contemporary r&b'],2017
1Tie3AZgLQZqYEp8Fv4zOZ,Koe Wetzel,75,"['classic texas country', 'modern country pop']",2017
3PhoLpVuITZKcymswpck5b,Elton John,83,"['glam rock', 'mellow gold', 'piano rock', 'rock']",2017
6zLBxLdl60ekBLpawtT63I,Cody Johnson,75,"['classic texas country', 'contemporary country', 'modern country pop']",2017
137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,81,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2017
0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,79,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2017
5INjqkS1o8h1imAzPqGZBb,Tame Impala,80,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",2017
360IAlyVv4PCEVjgyMZrxK,Miguel,79,"['r&b', 'urban contemporary']",2017
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,79,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",2017
4Z8W4fKeB5YxbusRsdQVPb,Radiohead,81,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",2017
4AK6F7OLvEQ5QYCBNiQWHq,One Direction,84,"['boy band', 'pop', 'post-teen pop', 'talent show']",2017
0RESbWvOMyua0yuyVrztJ5,Key Glock,76,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",2017
4r63FhuTkUYltbVAg5TQnk,DaBaby,78,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",2017
35l9BRT7MXmM8bv2WDQiyB,beabadoobee,79,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pov: indie']",2017
26VFTg2z8YR0cCuwLzESi2,Halsey,81,"['electropop', 'etherpop', 'indie poptimism', 'pop']",2017
4kYSro6naA4h99UJvo89HB,Cardi B,80,"['pop', 'rap']",2017
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,79,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",2017
4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,78,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",2017
0VRj0yCOv2FXJNP47XQnx5,Quavo,80,"['atl hip hop', 'melodic rap', 'rap', 'trap']",2017
2QsynagSdAqZj3U9HgDzjD,Bob Marley & The Wailers,82,"['reggae', 'roots reggae']",2017
2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,84,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",2017
1r4hJ1h58CWwUQe3MxPuau,Maluma,85,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2017
5H4yInM5zmHqpKIoMNAx4r,Central Cee,83,"['melodic drill', 'r&drill']",2017
6deZN1bslXzeGvOLaLMOIF,Nickelback,79,"['alternative metal', 'canadian rock', 'post-grunge']",2017
3aQeKQSyrW4qWr35idm0cy,T-Pain,78,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2017
6fOMl44jA4Sp5b9PpYCkzz,NF,78,"['hip hop', 'pop rap']",2017
6FBDaR13swtiWwGhX1WQsP,blink-182,78,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",2017
5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,83,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']",2017
0c173mlxpT3dSFRgMO8XPh,Big Sean,78,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",2017
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,80,"['dance pop', 'pop']",2017
6LqNN22kT3074XbTVUrhzX,Kesha,79,"['dance pop', 'pop']",2017
2QMsj4XJ7ne2hojxt6v5eb,Riley Green,75,"['contemporary country', 'modern country pop']",2017
1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,80,"['melodic rap', 'rap', 'trap']",2017
6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,80,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",2017
6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,78,"['album rock', 'classic rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",2017
0z4gvV4rjIZ9wHck67ucSV,Akon,82,['dance pop'],2017
2wY79sveU1sp5g7SokKOiI,Sam Smith,83,"['pop', 'uk pop']",2017
3FfvYsEGaIb52QPXhg4DcH,Jason Aldean,74,"['contemporary country', 'country', 'country road', 'modern country rock']",2017
5vngPClqofybhPERIqQMYd,George Strait,74,"['contemporary country', 'country', 'country road']",2017
22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,79,"['album rock', 'british invasion', 'classic rock', 'rock']",2017
21E3waRsmPlU7jZsS13rcj,Ne-Yo,81,"['dance pop', 'pop', 'r&b', 'urban contemporary']",2017
6x2LnllRG5uGarZMsD4iO8,Thomas Rhett,74,"['contemporary country', 'country', 'country road', 'modern country rock']",2017
2LIk90788K0zvyj2JJVwkJ,Jack Harlow,79,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",2017
26dSoYclwsYLMAKD3tpOr4,Britney Spears,81,"['dance pop', 'pop']",2017
69GGBxA162lTqCwzJG5jLp,The Chainsmokers,82,['pop'],2017
74XFHRwlV6OrjEM0A2NCMF,Paramore,78,"['candy pop', 'modern rock', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",2017
77kULmXAQ6vWer7IIHdGzI,Jordan Davis,74,['contemporary country'],2017
7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,83,"['canadian pop', 'pop', 'viral pop']",2017
3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,76,"['black americana', 'contemporary country', 'country', 'country road']",2017
3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,73,"['contemporary country', 'country', 'country road']",2017
05fG473iIaoy82BF1aGhL8,Slipknot,79,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2017
5WUlDfRSoLAfcVSX1WnrxN,Sia,84,['pop'],2017
4YRxDV8wJFPHPTeXepOstw,Arijit Singh,90,"['filmi', 'modern bollywood']",2017
3AA28KZvwAUcZuOKwyblJQ,Gorillaz,79,"['alternative hip hop', 'modern rock', 'rock']",2017
1ZwdS5xdxEREPySFridCfh,2Pac,79,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",2017
15iVAtD3s3FsQR4w1v6M0P,Chief Keef,76,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",2017
6QtgPSJPSzcnn7dPZ4VINp,King Von,76,"['chicago rap', 'rap']",2017
13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,76,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2017
4MoAOfV4ROWofLG3a3hhBN,Jon Pardi,74,"['contemporary country', 'country', 'country road', 'modern country rock']",2017
0hEurMDQu99nJRq8pTxO14,John Mayer,77,"['neo mellow', 'singer-songwriter']",2017
4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,81,"['dance pop', 'pop']",2017
33ScadVnbm2X8kkUqOkC6Z,Don Omar,83,"['latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",2017
5fMUXHkw8R8eOP2RNVYEZX,Diplo,78,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']",2017
26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant,75,"['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']",2017
1KCSPY1glIKqW2TotWuXOR,P!nk,81,"['dance pop', 'pop']",2017
0EdvGhlC1FkGItLOWQzG4J,Sublime,73,"['rap rock', 'reggae fusion', 'ska mexicano', 'ska punk']",2017
6U3ybJ9UHNKEdsH7ktGBZ7,JID,77,"['hip hop', 'pop rap', 'rap', 'underground hip hop']",2017
6lcwlkAjBPSKnFBZjjZFJs,Alex G,76,"['philly indie', 'pov: indie', 'slacker rock']",2017
1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,80,"['melodic metalcore', 'metalcore', 'modern rock', 'rock', 'uk metalcore']",2017
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,77,['pop'],2017
6EPlBSH2RSiettczlz7ihV,Sleepy Hallow,75,"['brooklyn drill', 'nyc rap']",2017
7ITMCzIU9uII8gwRg8JAhc,Odetari,78,"['krushclub', 'sigilkore']",2017
1r1uxoy19fzMxunt3ONAkG,Phoebe Bridgers,77,"['indie pop', 'la indie', 'pov: indie']",2017
0jnsk9HBra6NMjO2oANoPY,Flo Rida,80,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",2017
6yJCxee7QumYr820xdIsjo,Zac Brown Band,73,"['contemporary country', 'country', 'country road', 'modern country rock']",2017
77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates,76,"['album rock', 'classic rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",2017
3ipn9JLAPI5GUEo4y4jcoi,Ludacris,77,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2017
2IvkS5MXK0vPGnwyJsrEyV,Eric Church,73,"['contemporary country', 'country', 'country road']",2017
3YCKuqpv9nCsIhJ2v8SMix,Elevation Worship,75,"['ccm', 'christian music', 'worship']",2017
0PCCGZ0wGLizHt2KZ7hhA2,Artemas,80,[],2017
3jK9MiCrA42lLAdMGUZpwa,Anderson .Paak,78,"['escape room', 'hip hop', 'indie soul', 'neo soul']",2017
0XwVARXT135rw8lyw1EeWP,Christian Nodal,81,"['mariachi', 'musica mexicana', 'ranchera']",2017
0ECwFtbIWEVNwjlrfc6xoL,Eagles,76,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",2017
7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,78,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",2017
23fqKkggKUBHNkbKtXEls4,Kygo,81,"['edm', 'pop', 'pop dance', 'tropical house']",2017
7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,78,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']",2017
2n2RSaZqBuUUukhbLlpnE6,Sleep Token,75,['prog metal'],2017
0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,81,"['pop', 'post-teen pop']",2017
1z7b1Pr1rSlvWRzsW3HOrS,Russ,75,"['hawaiian hip hop', 'pop rap']",2017
3GBPw9NK25X1Wt2OUvOwY3,Jack Johnson,77,['neo mellow'],2017
4xRYI6VqpkE3UwrDrAZL8L,Logic,75,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']",2017
3yY2gUcIsjMr8hjo51PoJ8,The Smiths,78,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",2017
3MdXrJWsbVzdn6fe5JYkSQ,Latto,79,['trap queen'],2017
3MZsBdqDrRTJihTHQrO6Dq,Joji,78,['viral pop'],2017
329e4yvIujISKGKz1BZZbO,Farruko,82,"['reggaeton', 'trap latino', 'urbano latino']",2017
1dKdetem2xEmjgvyymzytS,Grupo Firme,80,"['banda', 'musica mexicana', 'norteno', 'sierreno']",2017
0C0XlULifJtAgn6ZNCW2eu,The Killers,78,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",2017
0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,83,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2017
3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,74,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",2017
5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,77,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",2017
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,76,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",2017
4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,80,"['electro', 'filter house', 'rock']",2017
2pAWfrd7WFF3XhVt9GooDL,MF DOOM,76,"['east coast hip hop', 'hip hop', 'instrumental hip hop', 'rap']",2017
17lzZA2AlOHwCwFALHttmp,2 Chainz,75,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2017
4iJLPqClelZOBCBifm8Fzv,Pierce The Veil,73,"['modern rock', 'pop punk', 'screamo']",2017
3YbOSxo85kla7RID8ugnW3,Los Temerarios,79,"['grupera', 'musica mexicana']",2017
2bA6fzP0lMAQ4kz6CF61w8,Toby Keith,72,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",2017
1gPhS1zisyXr5dHTYZyiMe,Kevin Gates,72,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2017
