id,name,artist_id,year,popularity,release_date
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),4V8LLVI7PbaPR0K2TGSxFF,2017,89,2017-07-21
1mMLMZYXkMueg65jRRWG1l,When It Rains It Pours,718COspgdWOnwOFpJHRZHS,2017,84,2017-06-02
6me7F0aaZjwDo6RJ5MrfBD,Evergreen,4qU7IJSReZnsLy5907Mtau,2017,89,2017-05-17
7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (with Metro Boomin),4DdkRBBYG6Yk9Ka8tdJ9BW,2017,85,2017-10-30
3EaJDYHA0KnX88JvDhL9oa,Dark Red,57vWImR43h4CaDao012Ofp,2017,86,2017-02-20
7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,2YZyLoL8N0Wb9xBt1NhZWg,2017,85,2017-04-14
5TXDeTFVRVY7Cvt0Dw4vWW,Revenge,15UsOTVnJzReFVN1VCnxy4,2017,86,2017-08-25
2tgQaL85WoRfgEa4hFQgrE,Feathered Indians,13ZEDW6vyBF12HYcZRr4EV,2017,79,2017-08-04
7AQim7LbvFVZJE3O8TYgf2,Fuck Love,15UsOTVnJzReFVN1VCnxy4,2017,84,2017-08-25
0yc6Gst2xkRu0eMLeRMGCX,Apocalypse,1QAJqy2dA3ihHBFIHRphZj,2017,87,2017-06-09
6IZvVAP7VPPnsGX6bvgkqg,PRIDE.,2YZyLoL8N0Wb9xBt1NhZWg,2017,83,2017-04-14
2fXwCWkh6YG5zU1IyvQrbs,Broken Clocks,7tYKF4w9nC0nq9CsPZTHyP,2017,82,2017-06-09
6PGoSes0D9eUDeeAafB2As,LOVE. FEAT. ZACARI.,2YZyLoL8N0Wb9xBt1NhZWg,2017,83,2017-04-14
06gD2ZtK3Dzc1BYqWExQJJ,Broken Halos,4YLtscXsxbVgi031ovDDdh,2017,79,2017-05-05
4sNG6zQBmtq7M8aeeKJRMQ,Brazil,2D4FOOOtWycb3Aw9nY5n3c,2017,83,2017-04-13
0uxSUdBrJy9Un0EYoBowng,20 Min,4O15NlyKLIASxsJ0PrXPfz,2017,82,2017-11-17
7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,4O15NlyKLIASxsJ0PrXPfz,2017,82,2017-08-25
6xHI9KjUjYT0FPtGO8Mxa1,Hurricane,718COspgdWOnwOFpJHRZHS,2017,79,2017-06-02
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,69GGBxA162lTqCwzJG5jLp,2017,88,2017-04-07
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,6vXTefBL93Dj5IqAWq6OTv,2017,87,2017-07-14
2R4AlwtrrkMaRKojcTIzmL,For the First Time,3Sz7ZnJQBIHsXLUSo0OQtM,2017,81,2017-05-05
1R0a2iXumgCiFb7HEZ7gUE,Don’t Blame Me,06HL4z0CvFAxyc27GXpf02,2017,85,2017-11-10
4a2uqVlpRChHj32EjJLu7G,Nose On The Grindstone (OurVinyl Sessions),13ZEDW6vyBF12HYcZRr4EV,2017,77,2017-05-30
1RMJOxR6GRPsBHL8qeC2ux,Best Part (feat. H.E.R.),20wkVLutqVOYrc0kxFs7rA,2017,84,2017-08-25
7zFXmv6vqI4qOt4yGf3jYZ,Get You (feat. Kali Uchis),20wkVLutqVOYrc0kxFs7rA,2017,82,2017-08-25
4lH6nENd1y81jp7Yt9lTBX,Solo,1RyvyyTE3xzB2ZywiAwp0i,2017,80,2017-07-27
6HZILIRieu8S0iqY8kIKhj,DNA.,2YZyLoL8N0Wb9xBt1NhZWg,2017,80,2017-04-14
5mCPDVBb16L4XQwDdbRUpz,Passionfruit,3TVXtAsR1Inumwj472S9r4,2017,82,2017-03-18
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,6LuN9FCkKOj5PcnpouEgny,2017,81,2017-04-27
2eAZfqOm4EnOF9VvN50Tyc,The Way Life Goes (feat. Oh Wonder),4O15NlyKLIASxsJ0PrXPfz,2017,79,2017-08-25
1zB4vmk8tFRmM9UULNzbLB,Thunder,53XhwfbYqKCa1cC15pYq2q,2017,85,2017-06-23
2pg2TiYo9Rb8KeB5JjP7jS,Sativa,5ZS223C6JyBfXasXxrRqOk,2017,78,2017-09-22
56eGOeSsqdg3FLxdo83TwV,Rumor,5Zq7R5qmi58ByYyBQTlNuk,2017,76,2017-11-03
0VgkVdmE4gld66l8iyGjgx,Mask Off,1RyvyyTE3xzB2ZywiAwp0i,2017,82,2017-06-30
3GVkPk8mqxz0itaAriG1L7,Everybody Dies In Their Nightmares,15UsOTVnJzReFVN1VCnxy4,2017,82,2017-08-25
5BbdKBZO0TH0GhfxUfyhL9,Freestyle,5f7VJjfbwm532GiveGC0ZK,2017,78,2017-12-01
3t5OV1asJHmOlf23T08CLv,Lady May,13ZEDW6vyBF12HYcZRr4EV,2017,75,2017-08-04
7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,15UsOTVnJzReFVN1VCnxy4,2017,81,2017-08-25
2yLa0QULdQr0qAIvVwN6B5,...Ready For It?,06HL4z0CvFAxyc27GXpf02,2017,82,2017-11-10
0SpkyS1Q4MD8GaVcP5YjT4,Sunsetz,1QAJqy2dA3ihHBFIHRphZj,2017,82,2017-06-09
0pqnGHJpmpxLKifKRmU6WP,Believer,53XhwfbYqKCa1cC15pYq2q,2017,86,2017-06-23
240audWazVjwvwh7XwfSZE,For the Last Time,1VPmR4DJC1PlOtd0IADAO0,2017,76,2017-09-05
4RnvS1tmh1ERhjXX6dxv95,Language,58uK0d4R5Rq4FDUNgNIFeI,2017,78,2017-05-12
71BWZa1liIRyUiuJ3MB66o,I Know You,5szilpXHcwOqnyKLqGco5j,2017,77,2017-05-12
1f5cbQtDrykjarZVrShaDI,Drowning (feat. Kodak Black),31W5EY0aAly4Qieq6OFu6I,2017,76,2017-09-29
4Oz6xl8qhJTdjYZeT98V4m,Follow You To Virgie (OurVinyl Sessions),13ZEDW6vyBF12HYcZRr4EV,2017,75,2017-05-30
1FWsomP9StpCcXNWmJk8Cl,K.,1QAJqy2dA3ihHBFIHRphZj,2017,82,2017-06-09
5de9Ho64dovuQI8Uhn5gPD,I Don't Wanna Do This Anymore,15UsOTVnJzReFVN1VCnxy4,2017,79,2017-05-16
7vGuf3Y35N4wmASOKLUVVU,Silence,64KEffDW9EtZ1y2vBYgq8T,2017,82,2017-08-11
2eAvDnpXP5W0cVtiI0PUxV,Dandelions,2WzaAvm2bBCf4pEhyuDgCY,2017,85,2017-05-05
7floNISpH8VF4z4459Qo18,Look At Me!,15UsOTVnJzReFVN1VCnxy4,2017,80,2017-02-20
6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,4kI8Ie27vjvonwaB2ePh8T,2017,81,2017-06-16
7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,7n2wHs1TKAczGzO7Dd2rGr,2017,85,2017-04-20
6NFyWDv5CjfwuzoCkw47Xf,Delicate,06HL4z0CvFAxyc27GXpf02,2017,81,2017-11-10
7umZiitjVsEjMQ6HNddpUI,Love Is Only a Feeling,2P5sC9cVZDToPxyomzF1UH,2017,76,2017-07-06
3yk7PJnryiJ8mAPqsrujzf,Location,699OTQXzgjhIYAHMy9RyPD,2017,77,2017-04-14
1e1JKLEDKP7hEQzJfNAgPl,Magnolia,699OTQXzgjhIYAHMy9RyPD,2017,78,2017-04-14
1P17dC1amhFzptugyAO7Il,Look What You Made Me Do,06HL4z0CvFAxyc27GXpf02,2017,81,2017-11-10
1WIZiOuNO3woKfdlSK2gNn,Transportin',46SHBwWsqBkxI7EeeBEQG7,2017,75,2017-08-18
152lZdxL1OR0ZMW6KquMif,Location,6LuN9FCkKOj5PcnpouEgny,2017,77,2017-04-27
7tr2za8SQg2CI8EDgrdtNl,Slide (feat. Frank Ocean & Migos),7CajNmpbOovFoOoasH2HaY,2017,77,2017-06-30
6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,53XhwfbYqKCa1cC15pYq2q,2017,82,2017-06-23
6SwRhMLwNqEi6alNPVG00n,LOYALTY. FEAT. RIHANNA.,2YZyLoL8N0Wb9xBt1NhZWg,2017,77,2017-04-14
68JS5SFTnW5Yv9Vzw81Jf0,Millionaire,4YLtscXsxbVgi031ovDDdh,2017,74,2017-12-01
21RzyxY3EFaxVy6K4RqaU9,Body,6t1gpxYbY8OlLA7D2RiikQ,2017,79,2017-10-27
6ilc4vQcwMPlvAHFfsTGng,Sweet,1QAJqy2dA3ihHBFIHRphZj,2017,80,2017-06-09
6n3HGiq4v35D6eFOSwqYuo,Teenage Fever,3TVXtAsR1Inumwj472S9r4,2017,78,2017-03-18
0q75NwOoFiARAVp4EXU4Bs,Love Galore (feat. Travis Scott),7tYKF4w9nC0nq9CsPZTHyP,2017,76,2017-06-09
6Nle9hKrkL1wQpwNfEkxjh,Chanel,2h93pZq0e7k5yf4dywlkpM,2017,77,2017-03-10
2fhOljbX79loRcdl47SFye,Moonlight on the River,3Sz7ZnJQBIHsXLUSo0OQtM,2017,76,2017-05-05
52okn5MNA47tk87PeZJLEL,Let You Down,6fOMl44jA4Sp5b9PpYCkzz,2017,78,2017-10-06
0VE4kBnHJUgtMf0dy6DRmW,Getaway Car,06HL4z0CvFAxyc27GXpf02,2017,79,2017-11-10
3Wrjm47oTz2sjIgck11l5e,Beggin',0lAWpj5szCSwM4rUMHYmrr,2017,84,2017-12-08
1rIKgCH4H52lrvDcz50hS8,Lush Life,1Xylc3o4UrD53lo9CvFvVg,2017,83,2017-03-17
40oKW22ZNNkEdZLJTScaQI,Roll in Peace (feat. XXXTENTACION),46SHBwWsqBkxI7EeeBEQG7,2017,74,2017-08-18
59acp1OhcvxwVBwQJBYKuX,Loose,20wkVLutqVOYrc0kxFs7rA,2017,77,2017-08-25
4gB7HrYHbJVJ5RFOjxmoq4,One Number Away,718COspgdWOnwOFpJHRZHS,2017,74,2017-06-02
0tgVpDi06FyKpA1z0VMD4v,Perfect,6eUKZXaKkcviH0Ku9w2n3V,2017,86,2017-03-03
3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,7n2wHs1TKAczGzO7Dd2rGr,2017,84,2017-04-20
15EPc80XuFrb2LmOzGjuRg,Crew (feat. Brent Faiyaz & Shy Glizzy),5XenQ7XfcvQdfIbpLEFaKQ,2017,74,2017-03-24
5bgwqaRSS3M8WHWruHgSL5,8TEEN,6LuN9FCkKOj5PcnpouEgny,2017,75,2017-04-27
7qiZfU4dY1lWllzX7mPBI3,Shape of You,6eUKZXaKkcviH0Ku9w2n3V,2017,85,2017-03-03
4vHNeBWDQpVCmGbaccrRzi,Goodie Bag,4iMO20EPodreIaEl8qW66y,2017,75,2017-11-05
3M0lSi5WW79CXQamgSBIjx,Swim,7cYEt1pqMgXJdq00hAwVpT,2017,81,2017-10-04
2ekn2ttSfGqwhhate0LSR0,New Rules,6M2wZ9GZgrQXHCFfjv46we,2017,82,2017-06-02
4HwDCXsMBC7SUdp2WT4MZP,Into It,7cYEt1pqMgXJdq00hAwVpT,2017,81,2017-10-04
2NyrXRn4tancYPW6JwtTl2,From The D To The A (feat. Lil Yachty),6AUl0ykLLpvTktob97x9hO,2017,71,2017-03-17
1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,2wY79sveU1sp5g7SokKOiI,2017,83,2017-11-03
04sN26COy28wTXYj3dMoiZ,Bored,6qqNVTkY8uBg9cP3Jd7DAH,2017,80,2017-03-30
6gU9OKjOE7ghfEd55oRO57,The Weekend,7tYKF4w9nC0nq9CsPZTHyP,2017,74,2017-06-09
1XrSjpNe49IiygZfzb74pk,What Once Was,77mJc3M7ZT5oOVM7gNdXim,2017,75,2017-05-12
5Ohxk2dO5COHF1krpoPigN,Sign of the Times,6KImCVD70vtIoJWnq6nGn3,2017,82,2017-05-12
0fbR95FEaJUxiQYaqZZukv,Whitehouse Road,13ZEDW6vyBF12HYcZRr4EV,2017,71,2017-08-04
1vBpwxsLVwaR4evBIaFmqD,Drinkin' Problem,1DTZRmlVZBxx2wRQBtx6yi,2017,70,2017-09-22
