id,name,popularity,genres,year,simplified_genre
1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,77,"['baroque pop', 'modern rock', 'neo mellow', 'uk alternative pop']",2016,Pop
64tNsm6TnZe2zpcMVMOoHL,Alice In Chains,73,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']",2016,Metal
3Isy6kedDrgPYoTS1dazA9,Sean Paul,81,"['dance pop', 'dancehall', 'pop', 'pop rap']",2016,Pop
4mxWe1mtYIYfP040G38yvS,Alan Jackson,73,['country'],2016,Country
4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,75,"['chamber pop', 'eau claire indie', 'indie folk', 'melancholia', 'modern rock']",2016,Pop
6roFdX1y5BYSbp60OTJWMd,Tim McGraw,72,"['contemporary country', 'country', 'country road']",2016,Country
5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,78,"['dance pop', 'pop', 'pop rap']",2016,Pop
0XKOBt59crntr7HQXXO8Yz,Brooks & Dunn,71,"['contemporary country', 'country', 'country road']",2016,Country
3FUY2gzHeIiaesXtOAdB7A,Train,76,"['dance pop', 'neo mellow', 'pop', 'pop rock']",2016,Pop
2gBjLmx6zQnFGQJCAQpRgw,Nelly,75,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",2016,Pop
43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,78,"['rock-and-roll', 'rockabilly']",2016,Rock
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,77,"['dance pop', 'pop', 'urban contemporary']",2016,Pop
3JsHnjpbhX4SnySpvpa9DK,V,82,"['j-division', 'korean ost']",2016,Other
4OBJLual30L7gRl5UkeRcT,T.I.,74,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2016,Hip Hop
3UUJfRbrA2nTbcg4i0MOwu,Original Broadway Cast of Hamilton,73,"['broadway', 'show tunes']",2016,Other
28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,70,['trop rock'],2016,Rock
1Oa0bMld0A3u5OTYfMzp5h,Nate Dogg,77,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'west coast rap']",2016,Funk
4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,73,"['album rock', 'classic rock', 'hard rock', 'rock', 'southern rock']",2016,Rock
5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q,73,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2016,Rap
3hYtANQYrE6pd2PbtEyTIy,Los Tigres Del Norte,77,"['banda', 'musica mexicana', 'norteno', 'ranchera']",2016,Other
1bdnGJxkbIIys5Jhk1T74v,Brandon Lake,72,"['ccm', 'worship']",2016,Other
3Y7RZ31TRPVadSFVy1o8os,H.E.R.,75,"['r&b', 'rap']",2016,R&B
014WIDx7H4BRCHB1faiisK,Los Tucanes De Tijuana,75,"['banda', 'corrido', 'musica bajacaliforniana', 'musica mexicana', 'norteno']",2016,Other
3WGpXCj9YhhfX11TToZcXP,Troye Sivan,77,"['australian pop', 'pop', 'viral pop']",2016,Pop
3KV3p5EY4AvKxOlhGHORLg,Jeremih,74,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",2016,Rap
69tiO1fG8VWduDl3ji2qhI,Mt. Joy,71,"['pov: indie', 'stomp and holler']",2016,Indie
6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,80,"['pop', 'viral pop']",2016,Pop
4obzFoKoKRHIphyHzJ35G3,Becky G,78,"['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'trap latino', 'urbano latino']",2016,Pop
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,77,"['pop rap', 'seattle hip hop']",2016,Pop
1SupJlEpv7RS2tPNRaHViT,Nicky Jam,80,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2016,Hip Hop
0nmQIMXWTXfhgOBdNzhGOs,Avenged Sevenfold,77,['alternative metal'],2016,Metal
7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN,79,"['k-pop', 'k-pop boy group']",2016,Pop
58lV9VcRSjABbAbfWS6skp,Bon Jovi,79,"['glam metal', 'rock']",2016,Metal
0SwO7SWeDHJijQ3XNS7xEE,MGMT,74,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",2016,Rock
0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,77,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",2016,Rock
37230BxxYs9ksS7OkZw3IU,Chencho Corleone,79,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",2016,Reggae
4aXXDj9aZnlshx7mzj3W1N,Lin-Manuel Miranda,72,"['broadway', 'show tunes']",2016,Other
07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,78,"['dance pop', 'pop']",2016,Pop
540vIaP2JwjQb9dm3aArA4,DJ Snake,79,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",2016,Pop
2cFrymmkijnjDg9SS92EPM,blackbear,74,"['alt z', 'pop']",2016,Pop
7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,76,"['irish rock', 'pop rock', 'rock']",2016,Rock
4PPoI9LuYeFX8V674Z1R6l,Vicente Fernández,77,"['mariachi', 'ranchera']",2016,Other
7vk5e3vY1uw9plTHJAMwjN,Alan Walker,81,['electro house'],2016,House
5SXEylV07TC57eanSxxg4R,Stick Figure,71,"['reggae fusion', 'reggae rock']",2016,Reggae
1wZtkThiXbVNtj6hee6dz9,Wisin & Yandel,79,"['electro latino', 'reggaeton', 'trap latino', 'urbano latino']",2016,Reggae
78YqeIji3mgAS2K1Maca6x,Dylan Scott,71,"['contemporary country', 'country road', 'modern country rock']",2016,Country
20sxb77xiYeusSH8cVdatc,Meek Mill,73,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2016,Hip Hop
2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,76,"['modern rock', 'rock']",2016,Rock
0p4nmQO2msCgU4IF37Wi3j,Avril Lavigne,77,"['canadian pop', 'candy pop', 'dance pop', 'pop']",2016,Pop
7FsRH5bw8iWpSbMX1G7xf1,Joan Sebastian,78,"['banda', 'grupera', 'musica mexicana', 'norteno', 'ranchera']",2016,Other
0A0FS04o6zMoto8OKPsDwY,YG,73,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2016,Rap
5XJDexmWFLWOkjOEjOVX3e,Eladio Carrion,80,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']",2016,Rap
3oDbviiivRWhXwIE8hxkVV,The Beach Boys,73,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter', 'sunshine pop']",2016,Pop
6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,77,"['boy band', 'dance pop', 'pop']",2016,Pop
66lH4jAE7pqPlOlzUKbwA0,Miranda Lambert,70,"['contemporary country', 'country', 'country dawn', 'country road']",2016,Country
1anyVhU62p31KFi8MEzkbf,Chance the Rapper,73,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",2016,Rap
5v2WhpA59TJSdPh7LCx1lN,BONES,73,"['cloud rap', 'dark trap']",2016,Rap
6Q192DXotxtaysaqNPy5yR,Amy Winehouse,78,"['british soul', 'neo soul']",2016,Soul
3uo0ix4Y67XHVWBhXXIY1S,Xavier Wulf,70,"['cloud rap', 'dark trap', 'memphis hip hop', 'underground hip hop']",2016,Rap
3TOqt5oJwL9BE2NG9MEwDa,Disturbed,77,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2016,Metal
5nvWOyAkfNgVLKESq4fOj2,Montell Fish,75,['pittsburgh rap'],2016,Rap
6S2OmqARrzebs0tKUEyXyp,Demi Lovato,77,"['pop', 'post-teen pop']",2016,Pop
5W5bDNCqJ1jbCgTxDD0Cb3,Willie Nelson,71,"['classic country pop', 'classic texas country', 'country', 'country rock', 'nashville sound', 'outlaw country', 'singer-songwriter']",2016,Pop
10exVja0key0uqUkk6LJRT,Vance Joy,76,"['folk-pop', 'modern rock']",2016,Pop
41MozSoPIsD1dJM0CLPjZF,BLACKPINK,80,"['k-pop', 'k-pop girl group', 'pop']",2016,Pop
4IWBUUAFIplrNtaOHcJPRM,James Arthur,81,"['pop', 'talent show', 'uk pop']",2016,Pop
1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,77,"['dance pop', 'pop']",2016,Pop
6w9ToX5slZ4uIdmD17hJ3c,Bryant Myers,81,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",2016,Reggae
7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,75,"['motown', 'soul']",2016,Soul
5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,76,"['boy band', 'pop']",2016,Pop
0GM7qgcRCORpGnfcN2tCiB,Tainy,78,"['pop reggaeton', 'reggaeton', 'trap latino', 'urbano latino']",2016,Pop
7Ey4PD4MYsKc5I2dolUwbH,Aerosmith,76,"['album rock', 'classic rock', 'hard rock', 'rock']",2016,Rock
2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,77,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",2016,Pop
6ltzsmQQbmdoHHbLZ4ZN25,Lord Huron,77,"['indie folk', 'stomp and holler']",2016,Indie
5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,70,"['contemporary country', 'country', 'country road', 'modern country rock']",2016,Country
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,74,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",2016,Hip Hop
5he5w2lnU9x7JFhnwcekXX,Skrillex,76,"['brostep', 'complextro', 'edm', 'electro', 'pop dance']",2016,Pop
1LZEQNv7sE11VDY3SdxQeN,Bee Gees,77,"['disco', 'mellow gold', 'soft rock']",2016,Rock
3Ri4H12KFyu98LMjSoij5V,Bad Omens,73,['american metalcore'],2016,Metal
4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,70,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",2016,Country
5gCRApTajqwbnHHPbr2Fpi,Juicy J,73,"['crunk', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2016,Hip Hop
1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,75,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'permanent wave', 'rock']",2016,Metal
0ZCO8oVkMj897cKgFH7fRW,Los Ángeles Azules,78,"['gruperas inmortales', 'musica mexicana', 'nu-cumbia', 'ranchera', 'tropical']",2016,Other
7mnBLXK823vNxN3UWB7Gfz,The Black Keys,73,"['alternative rock', 'blues rock', 'garage rock', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",2016,Rock
0U7iI0Dk4Ojvi17nZboNO4,Vacations,72,"['newcastle nsw indie', 'pov: indie']",2016,Indie
7sfl4Xt5KmfyDs2T3SVSMK,Lil Jon,73,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'gangster rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop', 'trap']",2016,Hip Hop
7n2Ycct7Beij7Dj7meI4X0,TWICE,79,"['k-pop', 'k-pop girl group', 'pop']",2016,Pop
47zz7sob9NUcODy0BTDvKx,Sade,75,"['british soul', 'sophisti-pop']",2016,Soul
32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,74,"['classic country pop', 'country', 'country dawn']",2016,Pop
1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,74,['pop'],2016,Pop
3qnGvpP8Yth1AqSBMqON5x,Leon Bridges,72,"['indie folk', 'modern blues', 'neo soul', 'soul']",2016,Indie
4yBK75WVCQXej1p04GWqxH,Jeezy,70,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'old school atlanta hip hop', 'rap', 'southern hip hop', 'trap']",2016,Hip Hop
55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,74,"['alt z', 'pop']",2016,Pop
3mIj9lX2MWuHmhNCA7LSCW,The 1975,76,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']",2016,Rock
0wyMPXGfOuQzNR54ujR9Ix,Caamp,69,"['indie folk', 'stomp and holler']",2016,Indie
2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls,74,"['neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",2016,Pop
0eHQ9o50hj6ZDNBt6Ys1sD,Yandel,79,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2016,Hip Hop
0NIIxcxNHmOoyBx03SfTCD,Tinashe,74,"['alternative r&b', 'dance pop', 'metropopolis', 'pop', 'r&b', 'urban contemporary']",2016,R&B
12vb80Km0Ew53ABfJOepVz,Ñengo Flow,80,"['reggaeton', 'trap latino', 'urbano latino']",2016,Reggae
6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,76,"['dance pop', 'pop']",2016,Pop
51Blml2LZPmy7TTiAg47vQ,U2,77,"['irish rock', 'permanent wave', 'rock']",2016,Rock
49bzE5vRBRIota4qeHtQM8,Skillet,74,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock']",2016,Metal
4QQgXkCYTt3BlENzhyNETg,"Earth, Wind & Fire",74,"['disco', 'funk', 'jazz funk', 'motown', 'soul']",2016,Funk
7rkW85dBwwrJtlHRDkJDAC,NAV,72,"['canadian hip hop', 'canadian trap', 'melodic rap', 'rap', 'trap']",2016,Hip Hop
2kucQ9jQwuD8jWdtR9Ef38,Sam Hunt,69,"['contemporary country', 'country', 'country pop', 'modern country rock']",2016,Country
2IMZYfNi21MGqxopj9fWx8,Rels B,83,"['r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol', 'urbano latino']",2016,R&B
2feDdbD5araYcm6JhFHHw7,Labrinth,76,"['indie poptimism', 'pop']",2016,Pop
6qgnBH6iDM91ipVXv28OMu,KAYTRANADA,73,"['alternative r&b', 'escape room', 'indie soul', 'lgbtq+ hip hop']",2016,R&B
3koiLjNrgRTNbOwViDipeA,Marvin Gaye,74,"['classic soul', 'motown', 'neo soul', 'northern soul', 'quiet storm', 'soul']",2016,Soul
4RddZ3iHvSpGV4dvATac9X,Papa Roach,73,"['alternative metal', 'nu metal', 'rap metal', 'rap rock', 'rock']",2016,Metal
2P5sC9cVZDToPxyomzF1UH,Joey Bada$$,72,"['conscious hip hop', 'hip hop', 'rap']",2016,Hip Hop
5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,75,"['baroque', 'classical', 'early music', 'german baroque']",2016,Other
6AUl0ykLLpvTktob97x9hO,Tee Grizzley,69,"['detroit hip hop', 'detroit trap', 'rap', 'southern hip hop', 'trap']",2016,Hip Hop
1ThoqLcyIYvZn7iWbj8fsj,Bill Withers,74,"['classic soul', 'funk', 'quiet storm', 'soul']",2016,Soul
3tVQdUvClmAT7URs9V3rsp,Wizkid,77,"['afrobeats', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",2016,Pop
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,73,"['dance pop', 'pop']",2016,Pop
7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,80,"['belgian edm', 'edm', 'pop dance', 'tropical house']",2016,Pop
5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,74,"['alt z', 'pop', 'pov: indie']",2016,Pop
4lxfqrEsLX6N1N4OCSkILp,Phil Collins,77,"['rock drums', 'soft rock']",2016,Rock
4tX2TplrkIP4v05BNC903e,Tom Petty and the Heartbreakers,69,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",2016,Rock
2jSGzJw0ebJLu7OLVSOcBP,Plan B,80,"['reggaeton', 'trap latino', 'urbano latino']",2016,Reggae
3RqBeV12Tt7A8xH3zBDDUF,Kelsea Ballerini,70,"['contemporary country', 'country']",2016,Country
3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,76,['pop soul'],2016,Pop
2qxJFvFYMEDqd7ui6kSAcq,Zedd,74,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']",2016,Pop
7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,70,"['contemporary country', 'country', 'country road']",2016,Country
7o95ZoZt5ZYn31e9z1Hc0a,Natasha Bedingfield,76,"['dance pop', 'pop', 'post-teen pop']",2016,Pop
1wxPItEzr7U7rGSMPqZ25r,Shiloh Dynasty,75,"['lo-fi chill', 'sad lo-fi']",2016,Lo-Fi
7bu3H8JO7d0UbMoVzbo70s,The Cure,75,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",2016,Rock
0YC192cP3KPCRWx8zr8MfZ,Hans Zimmer,76,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",2016,Other
77ziqFxp5gaInVrF2lj4ht,Sech,79,"['panamanian pop', 'reggaeton', 'trap latino', 'urbano latino']",2016,Pop
7gP3bB2nilZXLfPHJhMdvc,Foster The People,73,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",2016,Indie
41X1TR6hrK8Q2ZCpp2EqCz,bbno$,73,"['canadian hip hop', 'dark trap', 'meme rap']",2016,Hip Hop
3Mcii5XWf6E0lrY3Uky4cA,Ice Cube,73,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",2016,Hip Hop
6vXTefBL93Dj5IqAWq6OTv,French Montana,75,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2016,Hip Hop
6nS5roXSAGhTGr34W6n7Et,Disclosure,76,"['edm', 'house', 'indietronica', 'uk dance']",2016,House
7ltDVBr6mKbRvohxheJ9h1,ROSALÍA,79,"['pop', 'r&b en espanol']",2016,Pop
2UZMlIwnkgAEDBsw1Rejkn,Tom Petty,70,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",2016,Rock
0eVyjRhzZKke2KFYTcDkeu,The Alchemist,71,"['alternative hip hop', 'drumless hip hop', 'hip hop', 'instrumental hip hop', 'west coast rap']",2016,Hip Hop
3cR4rhS2hBWqI7rJEBacvN,Leslie Odom Jr.,71,"['broadway', 'show tunes', 'vocal jazz']",2016,Other
4uFZsG1vXrPcvnZ4iSQyrx,C418,72,"['pixel', 'video game music']",2016,Other
6yJ6QQ3Y5l0s0tn7b0arrO,JPEGMAFIA,71,"['alternative hip hop', 'experimental hip hop', 'industrial hip hop', 'underground hip hop']",2016,Hip Hop
