track_id,track_name,artist_id,year,energy,danceability,instrumentalness,loudness,tempo,valence,energy_category,tempo_category,danceability_category,valence_category,danceability_valence_interaction,loudness_scaled,loudness_category,instrumentalness_category,custom_score
1jDMi92a9zNQuPD3uPMkla,Fallen Down,57DlMWmbVIf2ssJ8QBpBau,2015,0.66,0.624,0.786,-12.779,110.021,0.871,High,Medium,Medium,Happy,0.543504,0.6238466270248104,High,High,0.6947193254049621
7Dt26KoNRmZpzlVwMe6LSP,Angelina,2gbT6GPXMis0OAkZbEQCYB,2015,0.541,0.447,1.15e-06,-6.527,101.07,0.436,Medium,Medium,Medium,Neutral,0.194892,0.837502563051056,Very High,Low,0.5458505126102111
0xtIp0lgccN85GfGOekS5L,Yes I'm Changing,5INjqkS1o8h1imAzPqGZBb,2015,0.609,0.373,0.000427,-7.0,179.955,0.354,Medium,Fast,Low,Neutral,0.132042,0.8213382543913609,Very High,Low,0.5169176508782722
2qpacEyFxmbxCpIEqZkqvC,You Are the Right One,4AGNJdJiVltImYk1UTLE0K,2015,0.594,0.659,0.846,-8.494,100.033,0.851,Medium,Medium,Medium,Happy,0.560809,0.7702822773562983,Very High,High,0.7130064554712597
1tVwKHwJ5OfNGIyAuM8HLL,Hoes Come Easy,6kQWPGBItT0oMCHZy3M9DN,2015,0.726,0.779,0.0,-6.94,98.016,0.451,High,Slow,High,Neutral,0.351329,0.8233886952361424,Very High,None,0.6926277390472285
3SErMoIKdRELto2OspGs5L,idfc,2cFrymmkijnjDg9SS92EPM,2015,0.422,0.718,0.0,-9.115,144.678,0.455,Medium,Fast,High,Neutral,0.32669,0.7490602146128085,High,None,0.5844620429225617
2GyA33q5rti5IxkMQemRDH,I Know What You Did Last Summer,7n2wHs1TKAczGzO7Dd2rGr,2015,0.761,0.687,0.0,-4.582,113.939,0.743,High,Medium,Medium,Happy,0.510441,0.9039710204360604,Very High,None,0.7628942040872121
0Y0TOsE1q11qgbi7c5WZsG,R.I.C.O. (feat. Drake),20sxb77xiYeusSH8cVdatc,2015,0.599,0.727,0.0,-6.941,167.909,0.386,Medium,Fast,High,Neutral,0.280622,0.8233545212220628,Very High,None,0.6290209042444126
1VPUpUwtbpoRVXt0txVU0w,S.O.B.,02seUFsFQP7TH4hLrTj77o,2015,0.579,0.699,0.00602,-6.504,109.948,0.128,Medium,Medium,Medium,Sad,0.089472,0.838288565374889,Very High,Low,0.5541077130749777
3zU9rdflI65tK4dkkNSp77,Heroes (we could be),4AVFqumd2ogHFlRbKIjp1t,2015,0.748,0.503,0.0,-4.124,125.896,0.356,High,Medium,Medium,Neutral,0.179068,0.9196227188845604,Very High,None,0.610824543776912
