id,name,artist_id,year,popularity,release_date,energy,danceability,instrumentalness,loudness,tempo,valence,energy_category,tempo_category,danceability_category,valence_category,danceability_valence_interaction,loudness_scaled,loudness_category,instrumentalness_category,custom_score
4l0RmWt52FxpVxMNni6i63,you broke me first,45dkTj5sMRSjrmBSBeiHym,2021,83,2021-03-26,0.379,0.66,0.0,-9.357,124.027,0.0762,Medium,Medium,Medium,Sad,0.050292,0.790391876057805,Very High,None,0.469878375211561
0sTlGEld0h8kIPZaKDYUf4,Notion,1QfpRUtH14JLoY6F6AYmwt,2021,81,2021-12-02,0.883,0.309,0.00111,-3.825,159.488,0.312,High,Fast,Low,Neutral,0.096408,0.934435620361932,Very High,Low,0.5783371240723865
6I3mqTwhRpn34SLVafSH7G,Ghost,1uNFoZAHBGtllmzznpCI3s,2021,84,2021-03-19,0.741,0.601,2.91e-05,-5.569,153.96,0.441,High,Fast,Medium,Neutral,0.2650409999999999,0.8890248665538342,Very High,Low,0.6536049733107668
0MMyJUC3WNnFS1lit5pTjk,"jealousy, jealousy",1McMsnEElThX1knmY4oliG,2021,82,2021-05-21,0.575,0.695,0.0,-6.334,163.929,0.699,Medium,Fast,Medium,Happy,0.4858049999999999,0.8691055852102592,Very High,None,0.7008211170420517
5wANPM4fQCJwkGd4rN57mH,drivers license,1McMsnEElThX1knmY4oliG,2021,83,2021-05-21,0.431,0.561,1.42e-05,-8.81,143.875,0.137,Medium,Fast,Medium,Sad,0.076857,0.8046348131753678,Very High,Low,0.4712269626350736
567e29TDzLwZwfDuEpGTwo,STAY (with Justin Bieber),2tIP7SsRs7vjIcLrU85W8J,2021,85,2021-07-27,0.764,0.591,0.0,-5.484,169.928,0.478,High,Fast,Medium,Neutral,0.2824979999999999,0.8912381200364536,Very High,None,0.6660476240072907
3DarAbFujv6eYNliUTyqtz,Kiss Me More (feat. SZA),5cj0lLjcoR7YOSnhnX0Po5,2021,81,2021-06-25,0.705,0.764,8.92e-05,-3.463,110.97,0.781,High,Medium,High,Happy,0.596684,0.9438614763702644,Very High,Low,0.7894722952740529
6ngGiVX91DRmGDH4G5EgeO,Son Of A Sinner,19k8AgwwTSxeaxkOuCQEJs,2021,74,2021-09-17,0.541,0.365,2.25e-06,-7.489,86.041,0.329,Medium,Slow,Low,Neutral,0.120085,0.8390313761229007,Very High,Low,0.4948062752245801
6ybZUqlfk938oS6WeBmDab,Missed Call,3444S3C4U9Ts86BnCtSPRV,2021,73,2021-01-29,0.787,0.385,4.32e-06,-2.891,152.251,0.337,High,Fast,Low,Neutral,0.129745,0.95875537039448,Very High,Low,0.588251074078896
4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,6qqNVTkY8uBg9cP3Jd7DAH,2021,82,2021-07-30,0.225,0.332,0.00349,-8.697,81.055,0.297,Low,Slow,Low,Sad,0.098604,0.8075771383934384,Very High,Low,0.3916154276786877
1Is8hGpkGMiePASAxBluxM,16,5SXuuuRpukkTvsLuUknva1,2021,76,2021-09-10,0.782,0.701,2.31e-06,-4.987,94.03,0.57,High,Slow,High,Neutral,0.3995699999999999,0.9041791433407108,Very High,Low,0.7291358286681422
6Uj1ctrBOjOas8xZXGqKk4,Woman,5cj0lLjcoR7YOSnhnX0Po5,2021,83,2021-06-25,0.764,0.824,0.00294,-4.175,107.998,0.881,High,Medium,High,Happy,0.7259439999999999,0.9253222236687932,Very High,Low,0.8435144447337586
6mmPpaltUZK7xjNlBPQQ0p,Desesperados,1mcTU81TzQhprhouKaTkpq,2021,83,2021-12-10,0.694,0.869,0.00125,-3.35,90.02,0.511,High,Slow,High,Neutral,0.444059,0.9468038015883348,Very High,Low,0.751310760317667
0mKnuxVkPi5h0kuvZl44VM,Cover Me Up,4oUHIQIBe0LHzYfvXNW4QM,2021,73,2021-01-08,0.44,0.549,7.37e-06,-8.192,128.01,0.214,Medium,Medium,Medium,Sad,0.117486,0.8207264679078246,Very High,Low,0.4923452935815649
50nfwKoDiSYg8zOCREWAm5,Shivers,6eUKZXaKkcviH0Ku9w2n3V,2021,82,2021-10-25,0.859,0.788,0.0,-2.724,141.02,0.822,High,Fast,High,Happy,0.647736,0.9631037625309204,Very High,None,0.849270752506184
4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),6fWVd57NKTalqvmjRd2t8Z,2021,81,2021-03-26,0.716,0.701,0.0,-3.671,91.007,0.732,High,Slow,High,Happy,0.5131319999999999,0.9384455149069132,Very High,None,0.7599891029813827
2pUhY7tWx8egpw2qn84iSi,Slumber Rain,7kgwMm8d2igABad4wfEKti,2021,77,2021-08-24,1.0,0.161,0.881,-17.037,81.756,1e-05,High,Slow,Low,Sad,1.6100000000000005e-06,0.5904179143340711,High,High,0.4163860828668142
2BcMwX1MPV6ZHP4tUT9uq6,Knife Talk (with 21 Savage ft. Project Pat),3TVXtAsR1Inumwj472S9r4,2021,76,2021-09-03,0.424,0.849,0.0,-9.579,145.887,0.153,Medium,Fast,High,Sad,0.1298969999999999,0.7846113787267283,Very High,None,0.5558722757453456
18vXApRmJSgQ6wG2ll9AOg,RAPSTAR,6AgTAQt8XS6jRWi4sX7w49,2021,76,2021-06-11,0.536,0.789,0.0,-6.862,81.039,0.437,Medium,Slow,High,Neutral,0.344793,0.8553573753417524,Very High,None,0.6510214750683505
40iJIUlhi6renaREYGeIDS,Fair Trade (with Travis Scott),3TVXtAsR1Inumwj472S9r4,2021,79,2021-09-03,0.465,0.666,0.0,-8.545,167.937,0.292,Medium,Fast,Medium,Sad,0.194472,0.8115349563858872,Very High,None,0.5513569912771774
3pVs5Zehts89WLyBPiYfxG,No Vacancy,3444S3C4U9Ts86BnCtSPRV,2021,72,2021-01-29,0.784,0.432,3.35e-05,-3.506,75.999,0.41,High,Slow,Medium,Neutral,0.17712,0.9427418304908216,Very High,Low,0.6166483660981643
4k3lPl8YTKuY8c1HelVnm3,'Til You Can't,6zLBxLdl60ekBLpawtT63I,2021,73,2021-10-08,0.815,0.501,0.0,-4.865,160.087,0.46,High,Fast,Medium,Neutral,0.23046,0.9073558130451764,Very High,None,0.6505211626090353
0CfPMZ1DSdzglsMRpLDM2H,Only Thing That’s Gone (feat. Chris Stapleton),4oUHIQIBe0LHzYfvXNW4QM,2021,72,2021-01-08,0.803,0.5,2.12e-05,-4.591,150.058,0.451,High,Fast,Medium,Neutral,0.2255,0.9144903007420908,Very High,Low,0.6463980601484183
6SRsiMl7w1USE4mFqrOhHC,brutal,1McMsnEElThX1knmY4oliG,2021,77,2021-05-21,0.526,0.672,1.37e-06,-6.446,123.999,0.28,Medium,Medium,Medium,Sad,0.18816,0.8661892982684547,Very High,Low,0.576337859653691
1FlL8ycld6uVDDyhV7P5FA,Cúrame,1mcTU81TzQhprhouKaTkpq,2021,83,2021-12-10,0.625,0.765,0.00111,-3.599,102.101,0.262,Medium,Medium,High,Sad,0.20043,0.9403202707980732,Very High,Low,0.6393140541596146
2tGvwE8GcFKwNdAXMnlbfl,happier,1McMsnEElThX1knmY4oliG,2021,82,2021-05-21,0.443,0.395,9.67e-06,-9.72,168.924,0.338,Medium,Fast,Low,Neutral,0.13351,0.7809399817732066,Very High,Low,0.4699379963546413
5enxwA8aAbwZbf5qCHORXi,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),06HL4z0CvFAxyc27GXpf02,2021,80,2021-11-12,0.518,0.631,0.0,-8.771,93.023,0.205,Medium,Slow,Medium,Sad,0.129355,0.8056503059497462,Very High,None,0.5311800611899492
65OVbaJR5O1RmwOQx0875b,Wants and Needs (feat. Lil Baby),3TVXtAsR1Inumwj472S9r4,2021,75,2021-03-05,0.449,0.578,2.17e-06,-6.349,136.006,0.1,Medium,Medium,Medium,Sad,0.0578,0.8687150110662675,Very High,Low,0.4843930022132535
709p9UGPAuyImWf1Z3vjRo,Let You Break My Heart Again,7gW0r5CkdEUMm42w9XpyZO,2021,77,2021-08-13,0.142,0.299,0.113,-15.134,76.748,0.123,Low,Slow,Low,Sad,0.036777,0.6399687540684806,High,Low,0.2839437508136961
46IZ0fSY2mpAiktS3KOqds,Easy On Me,4dpARuHxo51G3z768sgnrY,2021,83,2021-11-19,0.366,0.604,0.0,-7.519,141.981,0.13,Medium,Fast,Medium,Sad,0.07852,0.8382502278349173,Very High,None,0.4728500455669835
1qrpoAMXodY6895hGKoUpA,You Belong With Me (Taylor’s Version),06HL4z0CvFAxyc27GXpf02,2021,81,2021-04-09,0.773,0.632,0.0,-4.856,130.033,0.474,High,Medium,Medium,Neutral,0.299568,0.9075901575315716,Very High,None,0.6828680315063143
42lqBjPYlmL1EXpMDXvhSN,Somebody’s Problem,4oUHIQIBe0LHzYfvXNW4QM,2021,71,2021-01-08,0.538,0.658,0.0,-7.676,136.967,0.62,Medium,Medium,Medium,Happy,0.40796,0.8341622184611379,Very High,None,0.6537324436922276
3rdAz1fbUfZxYgaCviYhRo,Todo De Ti,1mcTU81TzQhprhouKaTkpq,2021,81,2021-12-10,0.719,0.78,0.000196,-3.613,127.962,0.336,High,Medium,High,Neutral,0.26208,0.9399557349303476,Very High,Low,0.6857411469860695
4wcBRRpIfesgcyUtis7PEg,"1 step forward, 3 steps back",1McMsnEElThX1knmY4oliG,2021,77,2021-05-21,0.203,0.473,0.0,-12.627,168.884,0.419,Low,Fast,Medium,Neutral,0.1981869999999999,0.7052467126676214,High,None,0.4384493425335243
4SQLQfcR0vhyIN4uPBlc0d,Bang!,6s22t5Y3prQHyaHWUN1R1C,2021,69,2021-03-26,0.517,0.74,0.0,-6.233,139.917,0.698,Medium,Medium,High,Happy,0.51652,0.8717354511131363,Very High,None,0.7000970902226272
4cktbXiXOapiLBMprHFErI,Memories,04gDigrS5kc9YWfZHwBETP,2021,82,2021-06-11,0.327,0.775,0.0,-7.241,91.05,0.595,Low,Slow,High,Neutral,0.461125,0.8454888686368962,Very High,None,0.6320977737273792
5ZduaRci3iNUiDfJbBfAaf,Give It To Me - Full Vocal Mix,21dVknSLCsK37cWozWDZZS,2021,83,2021-10-22,0.869,0.874,0.00238,-5.996,126.027,0.726,High,Medium,High,Happy,0.634524,0.8779065225882047,Very High,Low,0.8365313045176409
02VBYrHfVwfEWXk5DXyf0T,Leave The Door Open,0du5cEVh5yTK9QJze8zA0C,2021,79,2021-11-11,0.616,0.586,0.0,-7.964,148.088,0.719,Medium,Fast,Medium,Happy,0.421334,0.8266631948964979,Very High,None,0.6748826389792996
075qcpR3BnxD5CWUIx1HTr,This Bar,4oUHIQIBe0LHzYfvXNW4QM,2021,71,2021-01-08,0.884,0.553,0.00033,-5.306,110.074,0.248,High,Medium,Medium,Sad,0.137144,0.8958729332118214,Very High,Low,0.6280745866423643
5B0kgjHULYJhAQkK5XsMoC,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),4V8LLVI7PbaPR0K2TGSxFF,2021,73,2021-06-25,0.653,0.493,0.0,-5.666,142.347,0.852,Medium,Fast,Medium,Happy,0.4200359999999999,0.8864991537560214,Very High,None,0.7014498307512043
1V8LJmUEAleAHmBUaD0ZFI,County Line,7HTLVyjNf0VRxfIgNcfRRH,2021,71,2021-07-02,0.772,0.536,0.0,-6.027,134.019,0.423,High,Medium,Medium,Neutral,0.226728,0.8770993360239552,Very High,None,0.6349698672047911
3EG9FJ0ToLfgnc1IG2Z1wz,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),4V8LLVI7PbaPR0K2TGSxFF,2021,74,2021-06-25,0.652,0.468,0.000318,-4.912,140.223,0.39,Medium,Fast,Medium,Neutral,0.18252,0.9061320140606692,Very High,Low,0.5821264028121339
4pt5fDVTg5GhEvEtlz9dKk,I WANNA BE YOUR SLAVE,0lAWpj5szCSwM4rUMHYmrr,2021,82,2021-03-19,0.608,0.75,0.0,-4.008,132.507,0.958,Medium,Medium,High,Happy,0.7184999999999999,0.9296706158052336,Very High,None,0.8024341231610468
3S0sk6DSTgesXsUSAEHNr5,Things A Man Oughta Know,6tPHARSq45lQ8BSALCfkFC,2021,71,2021-02-19,0.683,0.659,4.93e-06,-5.623,139.931,0.397,High,Medium,Medium,Neutral,0.261623,0.8876187996354641,Very High,Low,0.6452237599270929
4qu63nuBpdn0qHUHuObEj1,Leave Before You Love Me (with Jonas Brothers),64KEffDW9EtZ1y2vBYgq8T,2021,79,2021-05-21,0.738,0.721,4.41e-06,-4.77,119.976,0.637,High,Medium,High,Happy,0.459277,0.9098294492904572,Very High,Low,0.7420158898580913
4kvCtReby19JPkePLwy8Pq,Ode To Bourbon,3444S3C4U9Ts86BnCtSPRV,2021,69,2021-01-29,0.736,0.366,9.69e-06,-2.749,111.745,0.335,High,Medium,Low,Neutral,0.12261,0.9624528056242676,Very High,Low,0.5700405611248536
0dGqP4VickYjtIaB5VOt4H,3:15 (Breathe),1z7b1Pr1rSlvWRzsW3HOrS,2021,77,2021-05-21,0.627,0.451,0.00958,-4.59,74.69,0.77,Medium,Slow,Medium,Happy,0.34727,0.914516339018357,Very High,Low,0.6674532678036714
19n8izXThARSuQAXrOKNbO,Avalon,1VPmR4DJC1PlOtd0IADAO0,2021,71,2021-08-13,0.6,0.877,5.38e-05,-4.577,149.992,0.176,Medium,Fast,High,Sad,0.154352,0.9148548366098164,Very High,Low,0.6400709673219633
7eZXAeqqdLDrAp2MvrPzWn,stranger,5ZS223C6JyBfXasXxrRqOk,2021,71,2021-03-19,0.555,0.708,0.00565,-7.275,140.017,0.316,Medium,Fast,High,Neutral,0.2237279999999999,0.8446035672438484,Very High,Low,0.5990707134487696
7bPWdJgx8vek7S5i5yAtvG,Chemtrails Over The Country Club,00FQb4jTyendYWaN8pK0wa,2021,79,2021-03-19,0.276,0.334,0.000249,-13.125,201.025,0.429,Low,Fast,Low,Neutral,0.143286,0.6922796510870981,High,Low,0.4149059302174196
4Se3fXoHJkcraQzJXo2IYn,Monëy so big,3qiHUAX7zY4Qnjx8TNUzVx,2021,75,2021-09-10,0.575,0.693,0.0,-7.633,138.016,0.353,Medium,Medium,Medium,Neutral,0.2446289999999999,0.8352818643405807,Very High,None,0.6069563728681161
1D3z6HTiQsNmZxjl7F7eoG,m y . l i f e (with 21 Savage & Morray),6l3HvQ5sa6mXTsMTB19rO5,2021,73,2021-05-14,0.587,0.597,0.0,-7.026,140.021,0.0753,Medium,Fast,Medium,Sad,0.0449541,0.8510870980341102,Very High,None,0.514892419606822
03eyNjBM2mpx28H6kdaufN,Overwhelmed (Ryan Mack Remix),5LGo1zHegJTWzqVXgeNplt,2021,75,2021-07-14,0.445,0.658,0.0,-8.749,174.111,0.513,Medium,Fast,Medium,Neutral,0.337554,0.8062231480276005,Very High,None,0.5981446296055201
5RBOcBpJXaNnHCGViJmYhh,The Perfect Girl,7riQPkkGZBnTh9ve5qIhYo,2021,77,2021-12-08,0.89,0.485,0.818,-5.992,128.881,0.258,High,Medium,Medium,Sad,0.12513,0.8780106756932691,Very High,High,0.6081021351386539
4Yicqjumhd4OdKGTu7zNGn,Mr.Trouble,6qxpnaukVayrQn6ViNvu9I,2021,70,2021-05-13,0.66,0.885,0.000136,-8.984,120.001,0.466,Medium,Medium,High,Neutral,0.41241,0.8001041531050644,Very High,Low,0.707020830621013
52xJxFP6TqMuO4Yt0eOkMz,We Don't Talk About Bruno,29PgYEggDV3cDP9QYTogwv,2021,73,2021-11-19,0.45,0.577,0.0,-8.516,205.863,0.83,Medium,Fast,Medium,Happy,0.4789099999999999,0.8122900663976045,Very High,None,0.6555580132795209
2TOzTqQXNmR2zDJXihjZ2e,enough for you,1McMsnEElThX1knmY4oliG,2021,75,2021-05-21,0.259,0.638,0.0,-10.706,88.485,0.269,Low,Slow,Medium,Sad,0.171622,0.755266241374821,Very High,None,0.4744532482749642
4mIHgQ3ofK2RK34UdbqMbe,Ambition For Cash,0RESbWvOMyua0yuyVrztJ5,2021,74,2021-11-05,0.732,0.841,2.18e-05,-5.186,149.012,0.576,High,Fast,High,Neutral,0.4844159999999999,0.8989975263637547,Very High,Low,0.7590995052727509
3CeCwYWvdfXbZLXFhBrbnf,Love Story (Taylor’s Version),06HL4z0CvFAxyc27GXpf02,2021,79,2021-02-12,0.79,0.626,3.97e-06,-4.302,119.082,0.416,High,Medium,Medium,Neutral,0.260416,0.922015362582997,Very High,Low,0.6737030725165993
5lAnYvAIkSDNXqfo7DyFUm,Ain't Shit,5cj0lLjcoR7YOSnhnX0Po5,2021,75,2021-06-25,0.488,0.855,0.0,-4.601,124.097,0.619,Medium,Medium,High,Happy,0.529245,0.9142299179794298,Very High,None,0.716095983595886
1PDP7mLiAMwhfmgIwzhOm2,Yebba’s Heartbreak,3TVXtAsR1Inumwj472S9r4,2021,76,2021-09-03,0.161,0.476,0.0381,-11.665,119.614,0.0908,Low,Medium,Medium,Sad,0.0432208,0.7302955344356203,High,Low,0.3518091068871241
0sKEilrw1GrBlG6qsTCrP4,865,4oUHIQIBe0LHzYfvXNW4QM,2021,70,2021-01-08,0.584,0.532,0.0,-5.254,88.003,0.367,Medium,Slow,Medium,Neutral,0.195244,0.8972269235776592,Very High,None,0.5767953847155318
7rglLriMNBPAyuJOMGwi39,Cold Heart - PNAU Remix,3PhoLpVuITZKcymswpck5b,2021,69,2021-10-22,0.8,0.795,7.25e-05,-6.32,116.032,0.934,High,Medium,High,Happy,0.7425300000000001,0.8694701210779847,Very High,Low,0.845894024215597
3rmo8F54jFF8OgYsqTxm5d,Bad Habits,6eUKZXaKkcviH0Ku9w2n3V,2021,80,2021-10-25,0.893,0.807,2.79e-05,-3.745,126.011,0.537,High,Medium,High,Neutral,0.433359,0.936518682463221,Very High,Low,0.7869037364926442
45EwtYrnqJH3AH2bFpEOC6,Dirty Looks,6tPHARSq45lQ8BSALCfkFC,2021,70,2021-02-19,0.64,0.562,0.0,-5.047,139.931,0.654,Medium,Medium,Medium,Happy,0.367548,0.9026168467647442,Very High,None,0.6726233693529489
4NgherJDfCXWBZBYheM4jK,WASTE,2VDZoCBGjxbHJbnzSX5nP6,2021,76,2021-10-29,0.123,0.627,0.00105,-14.411,131.883,0.11,Low,Medium,Medium,Sad,0.06897,0.6587944278088791,High,Low,0.3781088855617758
1EJIcDYXwSqipW5dFe4uJz,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),0QHgL1lAIqAw0HtD7YldmP,2021,71,2021-04-30,0.727,0.477,0.0,-4.053,150.062,0.227,High,Fast,Medium,Sad,0.108279,0.9284988933732587,Very High,None,0.5672997786746518
7BgyWwbbybJr2IbQoI1gzH,Stevie Doesn't Wonder,35WVTyRnKAoaGExqgktVyb,2021,73,2021-12-07,0.288,0.534,5.21e-05,-13.232,139.922,0.516,Low,Medium,Medium,Neutral,0.275544,0.6894935555266242,High,Low,0.4990987111053249
1cMMVJ4FDqhCci9efd1BU6,Need It (feat. YoungBoy Never Broke Again),6oMuImdp5ZcFhWP0ESe6mG,2021,72,2021-06-11,0.747,0.852,0.0,-3.666,148.005,0.898,High,Fast,High,Happy,0.765096,0.9385757062882436,Very High,None,0.8545651412576488
2KnuaZYoGzDoHiBTNYOTXG,Billie Bossa Nova,6qqNVTkY8uBg9cP3Jd7DAH,2021,77,2021-07-30,0.389,0.895,0.0346,-11.036,110.023,0.549,Medium,Medium,High,Neutral,0.491355,0.7466736102070044,High,Low,0.6523347220414009
0YrKSfpvflYnLSBd4Jtu6J,Time Today,3tJoFztHeIJkJWMrx0td2f,2021,69,2021-04-23,0.608,0.912,0.0,-7.686,136.994,0.327,Medium,Medium,High,Neutral,0.298224,0.8339018356984768,Very High,None,0.6741303671396953
3zwMVvkBe2qIKDObWgXw4N,right where you left me - bonus track,06HL4z0CvFAxyc27GXpf02,2021,75,2021-01-07,0.619,0.581,0.000106,-6.524,137.915,0.645,Medium,Medium,Medium,Happy,0.374745,0.864158312719698,Very High,Low,0.6631316625439396
08SB2OtZkaliju77WYEKxk,No Love (with SZA),57LYzLEk2LcFghVwuWbcuS,2021,73,2021-11-05,0.618,0.707,0.0,-5.825,133.876,0.517,Medium,Medium,High,Neutral,0.365519,0.8823590678297097,Very High,None,0.672321813565942
64SCQtbRtmO28ks1QhS3w5,Warning,4oUHIQIBe0LHzYfvXNW4QM,2021,69,2021-01-08,0.664,0.633,0.0,-5.037,115.058,0.268,Medium,Medium,Medium,Sad,0.169644,0.9028772295274052,Very High,None,0.6034754459054811
2VYnlKxB8jpbCeLUjQsebc,In A Good Way,5szilpXHcwOqnyKLqGco5j,2021,71,2021-06-25,0.286,0.587,0.0288,-8.839,71.123,0.302,Low,Slow,Medium,Neutral,0.177274,0.8038797031636505,Very High,Low,0.4838759406327301
3Vi5XqYrmQgOYBajMWSvCi,Need to Know,5cj0lLjcoR7YOSnhnX0Po5,2021,76,2021-06-25,0.609,0.664,0.0,-6.509,130.041,0.194,Medium,Medium,Medium,Sad,0.128816,0.8645488868636897,Very High,None,0.572859777372738
6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,3PhoLpVuITZKcymswpck5b,2021,82,2021-08-13,0.798,0.796,4.19e-05,-6.312,116.032,0.942,High,Medium,High,Happy,0.7498319999999999,0.8696784272881135,Very High,Low,0.8477356854576227
5n4FTCMefvyKUjeWumdaWv,Miss The Rage,6Xgp2XMz1fhVYe7i6yNAax,2021,74,2021-08-21,0.877,0.581,0.0,-4.938,77.006,0.353,High,Slow,Medium,Neutral,0.2050929999999999,0.9054550188777504,Very High,None,0.66289100377555
1golLrmqyxDWedF7YUHCOD,edamame,41X1TR6hrK8Q2ZCpp2EqCz,2021,76,2021-10-08,0.85,0.815,0.000143,-4.704,106.036,0.694,High,Medium,High,Happy,0.56561,0.9115479755240204,Very High,Low,0.812809595104804
7nc7mlSdWYeFom84zZ8Wr8,Tell Em,46HzS7yz0c9udVwtbHk1sx,2021,73,2021-05-28,0.717,0.672,0.0,-7.476,157.905,0.473,High,Fast,Medium,Neutral,0.317856,0.8393698737143601,Very High,None,0.666973974742872
5flerg6aEao2VayZezVlgu,Insane,4ET82ZtSfAK4utfjDauImD,2021,75,2021-06-11,0.712,0.716,0.0,-5.826,104.899,0.797,High,Medium,High,Happy,0.570652,0.8823330295534436,Very High,None,0.7685166059106887
